Name,Style,Brewery,ABV,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Fourth Dementia (4D),Old Ale,Kuhnhenn Brewing Company,13.5,2,72,51,25,178,31,0,78,5,21,149
Old Peculier,Old Ale,T & R Theakston Ltd.,5.6,10,36,22,40,88,32,2,61,38,9,97
Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,12,6,79,47,22,127,25,0,76,8,35,88
Ola Dubh Special Reserve 12,Old Ale,Harviestoun Brewery Ltd.,8,8,86,65,41,51,7,0,13,16,33,85
Cherry Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,13.5,4,56,51,18,86,21,0,97,8,32,103
Winter Ale,Old Ale,Alaskan Brewing Co.,6.4,21,39,31,31,66,22,1,31,76,11,77
Christmas Ale,Old Ale,Saint Arnold Brewing Company,7.7,6,35,22,31,56,12,1,13,41,33,91
Ola Dubh Special Reserve 16,Old Ale,Harviestoun Brewery Ltd.,8,9,71,49,37,42,8,0,18,11,31,74
Autumn Ale,Old Ale,Breckenridge Brewery,7,7,42,21,25,55,7,0,15,19,3,91
Ola Dubh Special Reserve 18,Old Ale,Harviestoun Brewery Ltd.,8,12,79,49,33,75,12,1,27,11,42,97
Olde Suffolk English (Strong Suffolk Vintage) Ale,Old Ale,Greene King / Morland Brewery,6,16,57,14,31,118,31,0,66,34,27,131
Ola Dubh Special Reserve 30,Old Ale,Harviestoun Brewery Ltd.,8,7,128,72,44,89,13,3,46,29,53,115
Gale's Prize Old Ale,Old Ale,George Gale & Company Ltd,9,10,47,18,20,68,53,1,45,12,12,48
Winter Warmer,Old Ale,Lancaster Brewing Company,8.9,9,44,40,39,73,20,1,42,38,16,79
Hibernation Ale - Barrel-Aged,Old Ale,Great Divide Brewing Company,12.4,5,88,83,35,126,21,0,42,25,40,102
Triple Exultation,Old Ale,Eel River Brewing Co.,9.7,13,59,51,42,113,27,0,56,33,19,103
Big Dick's Olde Ale,Old Ale,Arcadia Brewing Company,9,7,63,55,41,127,42,1,59,51,13,109
Unobtanium Barrel-Aged Old Ale,Old Ale,Straight To Ale,11.5,17,48,94,16,115,34,1,76,16,38,123
Thanksgiving Ale,Old Ale,Mayflower Brewing Company,6.7,18,69,40,42,97,31,1,37,51,53,151
Figgy Pudding,Old Ale,Block 15 Brewery & Restaurant,11,15,47,70,26,171,49,0,87,8,58,117
Ola Dubh Special Reserve 40,Old Ale,Harviestoun Brewery Ltd.,8,8,116,71,39,95,16,2,39,26,63,102
Old Woody,Old Ale,Fish Brewing Company / Fishbowl Brewpub,10,15,73,55,40,111,33,0,60,59,18,88
Billy The Mountain,Old Ale,Upright Brewing Company,9.1,38,58,19,26,85,105,0,71,17,9,85
Lights Out Holiday Ale,Old Ale,Blue Mountain Brewery,7,11,43,22,37,82,23,0,26,36,22,101
Old Flame,Old Ale,DuClaw Brewing Company,7.5,22,36,24,27,102,48,0,46,23,8,102
Dark & Handsome,Old Ale,Box Steam Brewery,5,21,80,10,77,54,33,0,44,47,17,108
Pale Ale,Pale Ale - American,Sierra Nevada Brewing Co.,5.6,28,34,15,60,39,37,2,45,96,5,48
Zombie Dust,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,6.2,33,47,14,79,48,72,4,92,115,8,64
Dale's Pale Ale,Pale Ale - American,Oskar Blues Grill & Brew,6.5,9,29,5,39,19,21,1,22,58,1,37
Alpha King,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,6.66,14,25,6,45,37,41,1,46,78,6,55
Pseudo Sue,Pale Ale - American,Toppling Goliath Brewing Company,5.8,38,43,6,67,36,84,1,120,84,0,23
Daisy Cutter Pale Ale,Pale Ale - American,Half Acre Beer Company,5.2,28,42,7,70,34,54,4,82,124,4,61
420 Extra Pale Ale,Pale Ale - American,SweetWater Brewing Company,5.4,12,25,6,42,36,37,1,48,69,9,47
Mirror Pond Pale Ale,Pale Ale - American,Deschutes Brewery,5,19,27,2,51,48,40,0,38,88,3,67
Peeper,Pale Ale - American,Maine Beer Company,5.5,38,29,7,58,20,66,2,80,87,14,46
Edward,Pale Ale - American,Hill Farmstead Brewery,5.2,21,14,4,47,35,59,3,89,64,0,27
Moon Man No Coast Pale Ale,Pale Ale - American,New Glarus Brewing Company,5,24,31,8,36,31,33,3,41,47,2,39
Red Chair NWPA,Pale Ale - American,Deschutes Brewery,6.2,10,42,7,45,48,54,0,62,87,2,80
Headwaters Pale Ale,Pale Ale - American,Victory Brewing Company,5.2,22,23,7,58,27,37,1,48,103,3,52
Fire Rock Pale Ale,Pale Ale - American,Kona Brewing Co.,5.8,14,26,3,43,29,19,0,17,69,1,45
Doggie Style,Pale Ale - American,Flying Dog Brewery,5.5,28,39,6,80,39,45,1,53,90,10,79
Pride & Joy Mild Ale,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,5,14,27,3,56,49,36,2,35,87,4,58
Pale 31 California Pale Ale,Pale Ale - American,Firestone Walker Brewing Co.,4.9,18,13,3,45,31,51,1,57,76,6,37
New DogTown Pale Ale,Pale Ale - American,Lagunitas Brewing Company,6.2,24,26,8,73,47,81,1,108,88,4,47
Fresh Hop Pale Ale,Pale Ale - American,Great Divide Brewing Company,6.1,39,37,9,71,29,43,2,60,125,2,59
Phin & Matt's Extraordinary Ale,Pale Ale - American,Southern Tier Brewing Company,5.2,15,41,6,60,24,37,3,37,87,5,70
Grunion Pale Ale,Pale Ale - American,Ballast Point Brewing Company,5.5,22,27,8,59,47,49,0,58,83,2,45
Saranac American Pale Ale,Pale Ale - American,Matt Brewing Company,5.5,27,30,9,90,23,45,4,52,105,1,46
Boat Beer,Pale Ale - American,Carton Brewing Company,4.2,32,35,14,58,33,86,6,111,106,11,62
Goose Green Line Pale Ale,Pale Ale - American,Goose Island Beer Co.,5.4,9,21,4,40,27,33,2,38,58,5,47
St. Lupulin,Pale Ale - American,Odell Brewing Company,6.5,24,37,12,63,42,53,5,78,105,4,57
Orval Trappist Ale,Pale Ale - Belgian,Brasserie d'Orval S.A.,6.9,23,23,17,39,38,70,0,39,56,24,23
Rare Vos Amber Ale,Pale Ale - Belgian,Brewery Ommegang,6.5,17,29,9,15,60,51,0,48,16,36,35
Redemption,Pale Ale - Belgian,Russian River Brewing Company,5.15,29,34,10,20,28,52,2,59,24,25,35
Palm / Palm Speciale,Pale Ale - Belgian,Brouwerij Palm NV,5.4,8,34,23,37,73,49,0,63,64,21,88
Karma Belgian Style Pale Ale,Pale Ale - Belgian,Avery Brewing Company,5.2,29,43,12,18,108,65,1,93,23,27,70
"Luciérnaga, The Firefly",Pale Ale - Belgian,Jolly Pumpkin Artisan Ales,6.5,26,36,11,36,41,120,4,83,64,37,37
Raftman,Pale Ale - Belgian,Unibroue,5.5,24,47,23,17,70,53,0,65,40,60,69
Verboten,Pale Ale - Belgian,Weyerbacher Brewing Co.,5.9,19,47,19,43,65,71,0,77,53,47,37
Stone Soup,Pale Ale - Belgian,New Glarus Brewing Company,5.3,38,45,22,24,61,81,4,119,38,57,61
Liquid Gold,Pale Ale - Belgian,Captain Lawrence Brewing Co.,6,21,26,17,21,41,48,1,51,37,50,37
De Koninck APA (Antwaarpse Pale Ale),Pale Ale - Belgian,Brouwerij De Koninck NV,5.2,17,38,16,33,83,46,1,53,51,13,74
Brugse Zot,Pale Ale - Belgian,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,6,25,30,10,22,41,47,1,55,28,19,40
Taras Boulba,Pale Ale - Belgian,Brasserie de la Senne,4.5,25,24,4,58,22,45,3,49,83,16,36
Dorée,Pale Ale - Belgian,Bières de Chimay S.A.,4.8,26,46,2,11,60,54,2,60,34,25,36
The Citizen,Pale Ale - Belgian,DC Brau Brewing Co.,7,17,20,16,32,62,41,1,58,38,27,43
Belgian Style Amber Ale,Pale Ale - Belgian,Dark Horse Brewing Company,5.5,10,41,11,25,65,32,0,48,32,27,74
Singel,Pale Ale - Belgian,Hardywood Park Craft Brewery,6.2,25,27,16,25,34,47,2,45,34,41,24
Saint's Devotion,Pale Ale - Belgian,The Lost Abbey,6.8,33,44,13,40,65,134,0,118,61,30,27
Bruegel Amber Ale,Pale Ale - Belgian,Brouwerij Van Steenberge N.V.,5.2,15,33,11,31,93,48,1,52,37,13,71
Cuvée Des Trolls,Pale Ale - Belgian,Brasserie Dubuisson Frères sprl,7,29,26,18,35,67,73,0,84,55,29,47
Hommel Bier,Pale Ale - Belgian,Perennial Artisan Ales,5.9,26,45,10,72,41,65,0,74,115,28,44
Fatty Boombalatty,Pale Ale - Belgian,Furthermore Beer,7.2,14,36,22,29,48,47,0,67,46,29,50
Lil' Devil,Pale Ale - Belgian,AleSmith Brewing Company,5.95,21,38,16,36,57,59,1,80,57,33,47
Hell's Belle,Pale Ale - Belgian,Big Boss Brewing,7,19,36,24,32,74,47,0,66,44,40,46
Saranac Belgian Ale,Pale Ale - Belgian,Matt Brewing Company,5.9,13,35,14,28,53,30,0,37,37,37,45
Witkap Pater Singel / Stimulo,Pale Ale - Belgian,Brouwerij Slaghmuylder,6,45,42,18,28,70,99,2,100,56,35,43
Zinnebir,Pale Ale - Belgian,Brasserie de la Senne,6,26,33,11,41,47,76,1,84,70,22,32
It Takes A Lot Of Great Beer To Make Great Wine,Pale Ale - Belgian,Russian River Brewing Company,5.2,41,34,8,68,38,64,3,80,91,4,54
It's Alright!,Pale Ale - Belgian,Mikkeller ApS,4.5,20,26,13,36,40,127,0,72,50,9,35
White Birch Belgian Style Pale Ale,Pale Ale - Belgian,White Birch Brewing,6.4,21,41,25,63,82,62,0,83,95,47,68
Fleur De Lehigh,Pale Ale - Belgian,Philadelphia Brewing Company,4.5,18,34,7,20,22,58,0,61,52,88,39
Bière Du Boucanier Red,Pale Ale - Belgian,Brouwerij Van Steenberge N.V.,7,25,46,20,14,147,63,2,96,27,33,68
Levon,Pale Ale - Belgian,Omnipollo,6.5,37,39,12,63,55,84,5,89,92,26,47
DBA (Double Barrel Ale),Pale Ale - English,Firestone Walker Brewing Co.,5,9,27,6,32,46,22,0,19,43,11,80
Bass Pale Ale,Pale Ale - English,Bass Brewers Limited,5.1,7,15,9,32,60,32,0,36,53,4,55
Old Speckled Hen,Pale Ale - English,Greene King / Morland Brewery,5,21,48,21,56,66,30,0,34,78,13,102
Samuel Adams Boston Ale (Stock Ale)Boston Beer Company (Samuel Adams),Pale Ale - English,Boston Beer Company (Samuel Adams),5.4,13,38,6,45,55,17,0,18,66,3,91
Summer Ale,Pale Ale - English,Brooklyn Brewery,5,26,24,4,24,16,24,1,23,35,5,32
Organic Pale AleSamuel Smith Old Brewery (Tadcaster),Pale Ale - English,Samuel Smith Old Brewery (Tadcaster),5,11,30,5,31,42,18,1,26,41,4,72
Smuttynose Shoals Pale Ale,Pale Ale - English,Smuttynose Brewing Company,5.6,24,38,7,79,47,77,1,78,130,13,80
Denver Pale Ale,Pale Ale - English,Great Divide Brewing Company,5.4,17,31,2,62,37,56,2,61,91,4,66
Whale's Tale Pale Ale,Pale Ale - English,Cisco Brewers Inc.,5.6,5,21,2,39,29,26,0,27,50,7,54
Extra Pale Ale,Pale Ale - English,Summit Brewing Company,5.3,8,25,10,71,47,39,0,39,94,6,84
Monty Python's Holy Grail Ale,Pale Ale - English,Black Sheep Brewery PLC,4.7,20,42,8,38,45,44,2,46,61,2,80
Samuel Adams Pale AleBoston Beer Company (Samuel Adams),Pale Ale - English,Boston Beer Company (Samuel Adams),5.25,26,32,6,61,18,44,1,41,108,4,56
Lord Chesterfield Ale,Pale Ale - English,Yuengling Brewery,5.4,9,18,5,36,14,11,2,5,42,2,29
5 Barrel Pale Ale,Pale Ale - English,Odell Brewing Company,5.2,20,27,4,65,41,34,1,36,92,0,48
Sparkling Ale,Pale Ale - English,Coopers Brewery Limited,5.8,13,23,9,33,29,41,1,40,46,6,42
Original Pale Ale,Pale Ale - English,Coopers Brewery Limited,4.5,9,20,3,37,19,21,0,17,66,4,37
Tetley's English Ale,Pale Ale - English,Carlsberg-Tetley Brewing Ltd,3.6,13,101,7,34,39,24,1,21,57,2,73
Scarecrow Ale,Pale Ale - English,Wychwood Brewery Company Ltd,4.7,26,36,9,45,34,40,0,33,78,5,72
Bitter & Twisted,Pale Ale - English,Harviestoun Brewery Ltd.,4.2,24,36,11,85,54,66,4,81,106,20,99
Scape Goat Pale Ale,Pale Ale - English,Big Sky Brewing Company,5,24,37,5,62,40,42,0,46,89,0,65
Geary's Pale Ale,Pale Ale - English,D.L. Geary Brewing Company,4.5,35,36,6,72,65,35,0,30,89,5,94
Ipswich Original Pale Ale,Pale Ale - English,Ipswich Ale Brewery,5.4,17,57,7,52,51,45,0,40,79,11,98
WychCraft,Pale Ale - English,Wychwood Brewery Company Ltd,4.5,15,34,2,45,44,35,1,29,61,7,61
Kentucky Ale,Pale Ale - English,Alltech’s Lexington Brewing and Distilling Co.,6,15,29,4,34,47,16,1,12,43,3,77
Chamberlain Pale Ale,Pale Ale - English,Shipyard Brewing Co.,4.9,19,29,7,46,41,19,2,17,74,7,90
Over-The-Rhine Ale,Pale Ale - English,Christian Moerlein Brewing Company,6,12,48,6,47,46,27,0,21,76,10,51
Very Bad Elf Special Reserve Ale,Pale Ale - English,Ridgeway Brewing,7.5,12,43,24,51,83,33,1,42,93,17,108
English Bay Pale Ale,Pale Ale - English,Granville Island Brewery,5,10,30,3,35,56,7,0,8,49,6,83
8th Street Pale Ale,Pale Ale - English,Four Peaks Brewing Company,4.9,16,42,3,53,41,26,0,28,88,5,65
Whitbread Pale Ale,Pale Ale - English,Whitbread PLC,5.7,9,49,8,36,89,35,0,32,48,0,99
English Ale,Pale Ale - English,St. Peter's Brewery Co Ltd,4.5,38,50,14,64,46,47,3,46,98,3,78
Unfiltered Double Barrel Ale,Pale Ale - English,Firestone Walker Brewing Co.,5,24,51,13,29,46,34,0,32,50,15,87
Angler's Ale,Pale Ale - English,Arcadia Brewing Company,5.4,21,44,10,70,41,66,1,66,123,9,88
Golden Ale,Pale Ale - English,St. Peter's Brewery Co Ltd,4.7,18,46,13,63,33,24,3,25,88,4,100
Country Pale Ale,Pale Ale - English,Wachusett Brewing Company,5.1,15,49,4,54,57,41,1,47,77,1,80
Dundee English-Style Ale,Pale Ale - English,Genesee Brewing Co. / Dundee Brewing Co.,5.1,19,39,9,24,48,27,0,36,50,7,80
Chupacabras Pale Ale,Pale Ale - English,Cucapá Brewing Company,5.8,11,46,8,61,63,52,0,56,90,8,100
Stone Mill Organic Pale AleGreen Valley Brewing Company (Crooked Creek),Pale Ale - English,Green Valley Brewing Company (Crooked Creek),5.5,7,36,13,49,56,30,0,37,56,3,50
Pale Ale,Pale Ale - English,Mayflower Brewing Company,4.9,20,37,8,65,44,32,0,29,98,4,82
Heavy Seas - Pale Ale,Pale Ale - English,Heavy Seas Beer,4.75,21,40,3,62,33,41,2,48,90,6,76
Mama's Little Yella Pils,Pilsner - Bohemian / Czech,Oskar Blues Grill & Brew,4.7,36,20,6,56,19,18,8,21,76,10,68
PILS (Czech Style Pilsner),Pilsner - Bohemian / Czech,Lagunitas Brewing Company,6.2,24,33,7,81,27,26,1,27,98,14,51
Staropramen Lager,Pilsner - Bohemian / Czech,Pivovary Staropramen,5,18,44,11,54,34,20,4,18,74,8,69
The Wright Pils,Pilsner - Bohemian / Czech,Great Lakes Brewing Company,5.3,66,41,7,81,30,17,2,18,128,11,76
Nomad,Pilsner - Bohemian / Czech,Great Divide Brewing Company,5.4,37,23,12,64,26,21,2,18,98,10,66
Golden Pheasant,Pilsner - Bohemian / Czech,Pivovar Zlaty Bazant a.s.,4.7,27,30,6,54,18,8,4,3,82,16,85
Torch Pilsner,Pilsner - Bohemian / Czech,Foothills Brewing Company,5.3,28,22,12,61,17,23,2,19,78,9,45
Steam Whistle Pilsner,Pilsner - Bohemian / Czech,Steam Whistle Brewing,5,13,15,3,28,11,6,1,4,36,4,34
Krušovice Imperial,Pilsner - Bohemian / Czech,Královský Pivovar Krušovice a.s.,5,24,32,7,81,19,9,2,12,100,5,60
Czech Style Pilsner,Pilsner - Bohemian / Czech,Gordon Biersch Brewery Restaurant,5.6,38,30,3,77,33,16,2,11,104,11,68
Summer Of Lager,Pilsner - Bohemian / Czech,Cisco Brewers Inc.,5.6,26,36,13,50,22,33,2,35,70,6,80
Pilz,Pilsner - Bohemian / Czech,Live Oak Brewing Company,4.7,39,33,12,66,12,13,10,17,119,18,81
Reality Czeck,Pilsner - Bohemian / Czech,Moonlight Brewing Company,4.8,39,28,7,52,27,21,2,25,81,12,65
Shiner 101 Czech Style Pilsner,Pilsner - Bohemian / Czech,Spoetzl Brewery,4.6,28,30,9,50,25,19,2,17,71,4,75
Joseph's Brau Bohemian Lager,Pilsner - Bohemian / Czech,Trader Joe's Brewing Company,5,21,28,6,45,27,4,6,9,68,10,79
Josephs Brau PLZNR Czech-Style Lager,Pilsner - Bohemian / Czech,Trader Joe's Brewing Company,5.4,31,25,14,56,30,35,9,36,84,17,90
Session Pils,Pilsner - Bohemian / Czech,Notch Brewing,4,37,35,10,75,20,20,7,30,110,12,76
Saranac Bohemian Pilsener,Pilsner - Bohemian / Czech,Matt Brewing Company,4.8,25,27,4,70,24,12,0,14,96,14,59
Pontius Road Pilsner,Pilsner - Bohemian / Czech,Short's Brewing Company,4.7,35,54,12,77,31,36,4,36,130,15,94
Long Day Lager,Pilsner - Bohemian / Czech,Red Hare Brewing Company,4.98,24,24,2,46,16,23,1,23,54,2,56
Montejo,Pilsner - Bohemian / Czech,Grupo Modelo S.A. de C.V.,4.5,19,25,4,22,25,14,0,14,31,3,48
Žatec,Pilsner - Bohemian / Czech,Žatecký Pivovar,4.6,37,39,3,80,23,16,2,19,104,12,73
Sound Czech,Pilsner - Bohemian / Czech,Terrapin Beer Company,5.5,40,27,6,49,9,24,13,28,76,25,58
Creemore Springs Traditional Pilsner,Pilsner - Bohemian / Czech,Creemore Springs Brewery Limited,5.3,32,39,4,65,32,19,5,16,99,5,71
Kozel,Pilsner - Bohemian / Czech,Pivovar Velké Popovice a.s.,5,26,34,9,55,27,22,2,18,81,8,73
HUB Lager,Pilsner - Bohemian / Czech,Hopworks Urban Brewery,5.1,36,38,5,58,26,29,6,29,79,9,86
Czech Pilsner,Pilsner - Bohemian / Czech,Moat Mountain Smoke House & Brewing Co.,4.9,42,44,2,70,26,22,7,16,94,16,78
Kelso Pilsner,Pilsner - Bohemian / Czech,Greenpoint Beerworks / Kelso of Brooklyn,5.5,22,30,2,41,32,23,3,19,67,8,61
Pils,Pilsner - Bohemian / Czech,Heater Allen Brewing,5,38,32,10,57,19,17,4,10,95,14,82
Prima Pils,Pilsner - German,Victory Brewing Company,5.3,34,28,6,57,10,21,9,23,82,15,56
Samuel Adams Noble PilsBoston Beer Company (Samuel Adams),Pilsner - German,Boston Beer Company (Samuel Adams),4.9,37,26,6,62,23,24,3,23,112,19,65
Beck's,Pilsner - German,Brauerei Beck & Co.,5,25,17,2,23,15,5,0,7,36,5,29
Scrimshaw Pilsner,Pilsner - German,North Coast Brewing Co.,4.5,31,26,7,29,23,10,4,8,49,6,47
Premium Pils (Premium Beer),Pilsner - German,Bitburger Brauerei,4.8,33,31,6,43,23,6,5,5,81,12,80
The Crisp,Pilsner - German,Sixpoint Brewery,5.4,43,26,12,45,17,34,7,35,59,13,56
Sunshine Pils,Pilsner - German,Tröegs Brewing Company,4.5,32,23,6,43,13,6,6,11,78,13,56
Bohemia Clásica,Pilsner - German,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4.7,25,17,4,35,23,15,4,15,64,6,53
Radeberger Pilsner,Pilsner - German,Radeberger Exportbierbrauerei,4.8,29,21,8,42,7,7,3,6,64,4,52
Pilsner,Pilsner - German,Brooklyn Brewery,5.1,35,29,7,54,13,8,8,9,72,2,49
Saranac Adirondack Lager,Pilsner - German,Matt Brewing Company,5.5,19,32,3,31,44,20,3,18,41,4,76
Jever Pilsener,Pilsner - German,Friesisches Brauhaus zu Jever GmbH & Co KG,4.9,39,24,16,76,18,20,8,16,122,9,70
König Pilsener,Pilsner - German,König-Brauerei GmbH,4.9,37,37,14,57,17,5,5,4,83,18,56
Pikeland Pils,Pilsner - German,Sly Fox Brewing Company,4.9,38,21,3,58,26,14,3,15,80,10,53
Pils (Pilsner),Pilsner - German,Bayerische Staatsbrauerei Weihenstephan,5.1,56,23,8,71,37,20,8,21,103,23,75
Pils,Pilsner - German,Stoudts Brewing Co.,5.4,39,32,7,72,15,19,7,24,103,7,75
Trumer Pils,Pilsner - German,Trumer Brauerei Berkeley,4.8,26,25,8,37,28,21,2,25,53,7,36
Krombacher Pils,Pilsner - German,Krombacher Brauerei,4.8,35,29,7,44,15,6,10,5,76,11,71
Stiegl Pils,Pilsner - German,Stieglbrauerei zu Salzburg GmbH,4.9,19,25,5,32,42,17,0,22,48,2,44
Rothaus Pils Tannen Zäpfle,Pilsner - German,Badische Staatsbrauerei Rothaus AG,5.1,34,46,2,45,18,22,1,23,95,4,67
SOS (Save Our Shore),Pilsner - German,Abita Brewing Co.,7,23,42,9,61,38,36,4,43,101,20,76
Summer Pils,Pilsner - German,Saint Arnold Brewing Company,4.9,24,24,8,47,24,14,0,12,59,2,55
Wernesgruner,Pilsner - German,Wernesgrüner Brauerei AG,4.9,18,11,5,25,14,6,5,6,38,2,43
Pilsener,Pilsner - German,Brauerei C. & A. Veltins GmbH & Co.,4.8,31,32,8,40,26,11,4,11,69,11,67
Organic Ur Pils,Pilsner - German,Brauerei Pinkus Mueller,5.2,42,36,12,42,38,31,10,28,91,11,95
Hans' Pils,Pilsner - German,Real Ale Brewing Company,5.3,24,17,9,43,19,20,2,20,73,10,49
Premium Pils,Pilsner - German,Paulaner Brauerei GmbH & Co. KG,4.9,51,32,2,52,29,12,5,14,74,8,78
Elm City Lager,Pilsner - German,New England Brewing Co.,5,38,20,6,56,18,21,2,21,79,5,56
EKU Pils,Pilsner - German,Kulmbacher Brauerei AG,5,32,27,5,36,43,18,7,18,58,5,70
Flensburger Pilsener,Pilsner - German,Flensburger Brauerei GmbH Und Co. KG,4.8,30,28,9,68,11,11,5,10,105,6,86
Dinkelacker CD-Pils,Pilsner - German,Dinkelacker-Schwabenbraeu AG,4.9,46,34,6,46,37,18,8,19,85,24,98
Pearl-Snap,Pilsner - German,Austin Beerworks,5.3,30,25,8,44,17,14,5,17,68,8,57
Simpler Times Pilsner,Pilsner - German,Minhas Craft Brewery,5.5,5,11,7,19,30,25,0,32,20,3,26
Hometown Blonde,Pilsner - German,New Glarus Brewing Company,4.8,77,43,9,91,36,42,8,50,149,22,117
Almaza Pilsner Beer,Pilsner - German,Brasserie Almaza S.A.L.,4.2,29,22,8,27,24,14,3,10,55,4,63
Braumeister Pils,Pilsner - German,Victory Brewing Company,5.5,47,20,4,48,18,5,5,7,82,11,54
Wolters Pilsener,Pilsner - German,Hofbrauhaus Wolters GmbH,4.9,17,21,2,38,17,4,4,8,56,4,44
Kulmbacher Edelherb Premium Pils,Pilsner - German,Kulmbacher Brauerei AG,4.9,47,38,8,49,24,10,10,11,99,12,88
My Antonia,Pilsner - Imperial,Dogfish Head Brewery,7.5,14,37,18,55,37,35,0,43,62,13,47
Krampus,Pilsner - Imperial,Southern Tier Brewing Company,9,14,44,21,53,43,31,3,35,86,4,56
Samuel Adams Hallertau Imperial PilsnerBoston Beer Company (Samuel Adams),Pilsner - Imperial,Boston Beer Company (Samuel Adams),8.1,17,65,18,120,45,42,1,48,139,9,56
Morimoto Imperial Pilsner,Pilsner - Imperial,Rogue Ales,8.8,18,46,25,61,48,24,4,29,108,13,61
Imperial Spruce India Pilsner,Pilsner - Imperial,Short's Brewing Company,7.15,14,25,15,25,11,8,2,17,95,2,19
Evil Power,Pilsner - Imperial,Three Floyds Brewing Co. & Brewpub,7.2,37,50,13,62,38,44,0,44,100,9,82
Tilted Smile Imperial Pilsner,Pilsner - Imperial,Uinta Brewing Company,9,18,46,59,54,71,33,0,31,64,8,66
Draft Bear,Pilsner - Imperial,Mikkeller ApS,8,14,42,34,77,80,73,3,97,97,5,68
Regal Pilsner,Pilsner - Imperial,Breckenridge Brewery,7,36,46,20,67,49,42,6,51,104,13,85
The Curl,Pilsner - Imperial,Short's Brewing Company,7.1,28,40,24,90,43,37,3,45,116,16,85
Hitachino Nest Ancient Nipponia,Pilsner - Imperial,Kiuchi Brewery,6.5,30,39,17,76,42,66,2,82,88,23,65
Orange Blossom Pilsner² (Squared),Pilsner - Imperial,Thomas Creek Brewery,11,16,44,57,19,124,49,0,60,32,7,97
Pecker Wrecker,Pilsner - Imperial,Rahr & Sons Brewing Company,7,16,48,24,87,63,26,7,28,118,8,103
überPils,Pilsner - Imperial,Blue Mountain Brewery,7.6,25,48,31,35,61,30,6,44,59,15,74
Summer Pilsner Fusion,Pilsner - Imperial,Element Brewing Company,9.1,24,33,23,38,37,28,3,31,72,10,73
Whistler Imperial Pils,Pilsner - Imperial,Karl Strauss Brewing Company,7.5,22,46,20,54,53,24,1,31,88,8,85
Uber Ursa Pils,Pilsner - Imperial,Atwater Block Brewery,6.8,8,20,13,50,28,13,1,17,69,3,46
Elsa Von Horizon,Pilsner - Imperial,New Albanian Brewing Company - Pizzeria and Public House,10,15,18,24,30,16,3,1,3,37,8,42
Epic Larger,Pilsner - Imperial,Epic Brewing Company,8.5,17,23,20,41,47,22,0,42,50,3,40
Edmund Fitzgerald,Porter - American,Great Lakes Brewing Company,6,20,94,4,78,75,7,0,11,47,10,142
Black Butte Porter,Porter - American,Deschutes Brewery,5.2,19,88,10,66,63,10,0,11,37,4,125
Vanilla Porter,Porter - American,Breckenridge Brewery,5.4,4,39,12,24,37,3,0,12,18,47,50
Anchor Porter,Porter - American,Anchor Brewing Company,5.6,12,101,9,85,70,11,0,19,59,11,126
Porter,Porter - American,Sierra Nevada Brewing Co.,5.6,6,55,9,41,23,4,0,3,20,4,86
Mocha Porter,Porter - American,Rogue Ales,5.6,6,93,16,113,65,7,0,7,44,11,145
Everett Porter,Porter - American,Hill Farmstead Brewery,7.5,17,134,8,93,80,10,0,12,44,15,168
Samuel Adams Holiday PorterBoston Beer Company (Samuel Adams),Porter - American,Boston Beer Company (Samuel Adams),5.8,7,60,11,32,51,4,0,5,20,20,72
Coconut Hiwa Porter,Porter - American,Maui Brewing Co.,6,10,52,3,39,33,0,0,41,8,9,63
Alpha Klaus Christmas (Xmas) Porter,Porter - American,Three Floyds Brewing Co. & Brewpub,6,18,95,16,98,79,18,0,21,94,14,110
Pipeline Porter,Porter - American,Kona Brewing Co.,5.3,5,61,6,80,28,1,0,9,13,3,119
Vanilla Java Porter (VJP),Porter - American,Atwater Block Brewery,5,4,45,11,68,34,1,0,1,17,59,109
Oatmeal Porter,Porter - American,Highland Brewing,5.8,15,62,4,35,28,7,0,5,22,6,93
Cutthroat,Porter - American,Odell Brewing Company,5,5,75,3,60,52,3,0,3,36,14,112
Mississippi Mud Black & Tan,Porter - American,Mississippi Brewing Co.,5,13,26,4,25,26,1,1,1,15,3,57
Dead Reckoning Porter,Porter - American,Tröegs Brewing Company,5.8,19,95,12,121,46,17,0,16,102,5,105
Twilight Of The Idols,Porter - American,Hill Farmstead Brewery,7.5,21,94,20,88,54,12,0,14,38,83,111
Coffeehouse Porter,Porter - American,Berkshire Brewing Company Inc.,6.2,14,88,15,119,48,3,1,3,26,6,166
Black Marlin,Porter - American,Ballast Point Brewing Company,6,11,77,4,56,65,14,0,21,38,13,97
Road Dog,Porter - American,Flying Dog Brewery,6,15,76,5,64,60,9,0,12,39,6,107
New World Porter,Porter - American,Avery Brewing Company,6.7,13,73,5,102,40,29,0,25,97,8,74
